name,name_cs
"Oats, whole grain, steel cut","Oves, celozrnný, ocelový řez"
"oaxaca","oaxaca"
"Oil, canola","Olej, řepka"
"Oil, coconut","Olej, kokos"
"Oil, corn","Olej, kukuřice"
"Oil, olive, extra light","Olejový, olivový, extra lehký"
"OIL, OLIVE, EXTRA LIGHT","OLEJ, OLIVOVÝ, EXTRA LEHKÝ"
"Oil, olive, extra virgin","Olej, olivový, extra panenský"
"Oil, peanut","Olej, arašídy"
"OIL, PEANUT","OLEJ, ARAŠÍDOVÁ"
"Oil, safflower","Olej, světlice barvířská"
"OIL, SAFFLOWER","OLEJ, SAFLOR"
"Oil, soybean","Olej, sójové boby"
"Oil, sunflower","Olej, slunečnice"
"OIL, SUNFLOWER","OLEJ, SLUNEČNÍK"
"Olive oil, extra virgin","Olivový olej, extra panenský"
"Olives, Green Manzanilla, Lindsay - GA, IA","Olivy, zelená manzanilla, Lindsay - GA, IA"
"Olives, Green Manzanilla, Lindsay - IN, NC","Olives, Green Manzanilla, Lindsay - IN, NC"
"Olives, Green Manzanilla, Lindsay - KY, NE","Olivy, zelená manzanilla, Lindsay - KY, NE"
"Olives, Green Manzanilla, Mario - CA1","Olivy, zelená manzanilla, Mario - CA1"
"Olives, Green Manzanilla, Mario - GA, IN","Olivy, zelená manzanilla, Mario - GA, IN"
"Olives, Green Manzanilla, Mario - KY, TX","Olivy, zelená manzanilla, Mario - KY, TX"
"Olives, Green Manzanilla, Mario - NE, NC","Olivy, zelená manzanilla, Mario - NE, NC"
"Olives, Green Manzanilla - PA, NJ","Olivy, zelená manzanilla - PA, NJ"
"Olives, Green Manzanilla, Star - AZ, CA2","Olivy, zelená manzanilla, hvězda - AZ, CA2"
"Olives, Green Manzanilla, Store Brand - GA, IN","Olivy, zelená manzanilla, značka obchodu - GA, IN"
"Olives, Green Manzanilla, Store Brand, Great Value - KY, CA1","Olivy, zelená manzanilla, značka obchodu, skvělá hodnota - KY, CA1"
"Olives, Green Manzanilla, Store Brand, Great Value - NE, NC","Olivy, Green Manzanilla, Store Brand, Skvělá hodnota - NE, NC"
"Olives, Green Manzanilla, Store Brand - IA, TX","Olivy, zelená manzanilla, značka obchodu - IA, TX"
"Olives, green, Manzanilla, stuffed with pimiento","Olivy, zelené, manzanilla, plněné pimientem"
"Olives green stuffed with pimentos","Olivy zelené plněné pimentem"
"Olives, green, stuffed with pimentos - NFY1213MN","Olivy, zelené, plněné kořením - NFY1213MN"
"Olives, green, stuffed with pimentos - NFY1213NA","Olivy, zelené, plněné kořením - NFY1213NA"
"Olives, green, stuffed with pimentos - NFY1213NV","Olivy, zelené, plněné kořením - NFY1213NV"
"Olives, green, stuffed with pimentos - NFY1213OJ","Olivy, zelené, plněné pimentem - NFY1213OJ"
"Olives, green, stuffed with pimentos - NFY1213P4","Olivy, zelené, plněné kořením - NFY1213P4"
"Olives, green, stuffed with pimentos - NFY1213PR","Olivy, zelené, plněné kořením - NFY1213PR"
"Olives, green, stuffed with pimentos - NFY1213QE","Olivy, zelené, plněné kořením - NFY1213QE"
"Olivový olej","Olivový olej"
"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Cibulové kroužky, obalované, předsmažené, zmrazené, připravené, ohřáté v troubě"
"ONIONS, RED","CIBULE, ČERVENÁ"
"Onions, red, raw","Cibule, červená, syrová"
"ONIONS, WHITE","CIBULE, BÍLÁ"
"Onions, white, raw","Cibule, bílá, syrová"
"ONIONS, YELLOW","CIBULE, ŽLUTÁ"
"Onions, yellow, raw","Cibule, žlutá, syrová"
"Orange juice, no pulp, not fortified, from concentrate, refrigerated","Pomerančový džus, bez dužiny, není obohacený, z koncentrátu, chlazený"
"Orange juice, no pulp, not fortified, not from concentrate, refrigerated","Pomerančový džus, bez dužiny, není obohacený, není z koncentrátu, chlazený"
"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED","POMERANČOVÁ ŠŤÁVA, CHLAZENÁ, BEZ DRUŽINY, NEFTIFIKOVANÁ"
"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE","POMERANČOVÁ ŠŤÁVA, CHLAZENÁ, BEZ DRUŽINY, NEFTIFIKOVANÁ, Z KONCENTRÁTU"
"Oranges, Navel, Pass 2, Region 1, n/a, Yes - Minerals, NFY010745","Pomeranče, Navel, Pass 2, Region 1, n/a, Ano – Minerály, NFY010745"
"Oranges, Navel, Pass 2, Region 1, n/a, Yes - Proximates, NFY010743","Pomeranče, pupek, průjezd 2, oblast 1, není k dispozici, ano – proximáty, NFY010743"
"Oranges, Navel, Pass 2, Region 2, n/a, Yes - Minerals, NFY01074X","Pomeranče, Navel, Pass 2, Region 2, n/a, Ano – Minerály, NFY01074X"
"Oranges, Navel, Pass 2, Region 2, n/a, Yes - Proximates, NFY01074V","Pomeranče, Navel, Pass 2, Region 2, n/a, Yes – Proximates, NFY01074V"
"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Minerals, NFY01075O","Pomeranče, pupek, průchod 2, oblast 3, neuvádí se, ano – minerály, NFY01075O"
"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Proximates, NFY01075M","Pomeranče, pupek, průjezd 2, oblast 3, není k dispozici, ano – nejbližší, NFY01075M"
"Oranges, Navel, Pass 2, Region 4, n/a, Yes - Minerals, NFY01076E","Pomeranče, Navel, Pass 2, Region 4, n/a, Ano – Minerály, NFY01076E"
"Oranges, Navel, Pass 2, Region 4, n/a, Yes - Proximates, NFY01076C","Pomeranče, pupek, průjezd 2, oblast 4, není k dispozici, ano – nejbližší, NFY01076C"
"Oranges, Navel, Raw, Region 1, n/a, Yes, Fiber - NFY0103ZW","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, vláknina – NFY0103ZW"
"Oranges, Navel, Raw, Region 1, n/a, Yes, Minerals - NFY0103ZR","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, minerály - NFY0103ZR"
"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY0103ZP","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, nejbližší - NFY0103ZP"
"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY01040J","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, blízké - NFY01040J"
"Oranges, Navel, Raw, Region 2, n/a, Yes, Fiber - NFY01040Y","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, vláknina – NFY01040Y"
"Oranges, Navel, Raw, Region 2, n/a, Yes, Minerals - NFY01040S","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, minerály – NFY01040S"
"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01040Q","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, blízké - NFY01040Q"
"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01041J","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, blízké - NFY01041J"
"Oranges, Navel, Raw, Region 3, n/a, Yes, Fiber - NFY01041V","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, vláknina – NFY01041V"
"Oranges, Navel, Raw, Region 3, n/a, Yes, Minerals - NFY01041Q","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, minerály – NFY01041Q"
"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01041O","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, blízké - NFY01041O"
"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01042H","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, blízké - NFY01042H"
"Oranges, Navel, Raw, Region 4, n/a, Yes, Fiber - NFY01042V","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, vláknina – NFY01042V"
"Oranges, Navel, Raw, Region 4, n/a, Yes, Minerals - NFY01042Q","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, minerály – NFY01042Q"
"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01042O","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, blízké - NFY01042O"
"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01043D","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, blízké - NFY01043D"
"Oranges, raw, navels","Pomeranče, syrové, pupky"
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","Pomeranče, syrové, pupky (Zahrnuje potraviny pro program distribuce potravin USDA)"
"Pančeta","Pančeta"
"Paprika - červená","Paprika - červená"
"Paprika - chilli","Paprika - chilli"
"Paprika žlutá","Paprika žlutá"
"Parmazán","Parmazán"
"Parmezán","Parmezán"
"pawpaw, peeled, seeded, raw","tlapa, oloupaná, se semeny, syrová"
"Pawpaw, peeled, seeded, raw","Pawpaw, oloupaná, se semínky, syrová"
"Peaches, Raw, Pass 2, Region 1, n/a, Yes, Minerals - NFY010BR3","Peaches, Raw, Pass 2, Region 1, n/a, Ano, Minerály – NFY010BR3"
"Peaches, Raw, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BR1","Peaches, Raw, Pass 2, Region 1, n/a, Ano, Proximates – NFY010BR1"
"Peaches, Raw, Pass 2, Region 2, n/a, Yes, Minerals - NFY010BRX","Peaches, Raw, Pass 2, Region 2, n/a, Ano, Minerály – NFY010BRX"
"Peaches, Raw, Pass 2, Region 2, n/a, Yes, Proximates - NFY010BRV","Peaches, Raw, Pass 2, Region 2, n/a, Ano, Proximates – NFY010BRV"
"Peaches, Raw, Pass 2, Region 3, n/a, Yes, Minerals - NFY010BSP","Peaches, Raw, Pass 2, Region 3, n/a, Ano, Minerály – NFY010BSP"
"Peaches, Raw, Pass 2, Region 3, n/a, Yes, Proximates - NFY010BSN","Peaches, Raw, Pass 2, Region 3, n/a, Ano, Proximates – NFY010BSN"
"Peaches, Raw, Pass 2, Region 4, n/a, Yes, Minerals - NFY010BTJ","Peaches, Raw, Pass 2, Region 4, n/a, Ano, Minerály – NFY010BTJ"
"Peaches, Raw, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BTH","Peaches, Raw, Pass 2, Region 4, n/a, Ano, Proximates – NFY010BTH"
"Peaches, raw, Region 1, n/a, Yes - Minerals, Se,  NF00094D","Broskve, syrové, Oblast 1, neuvádí se, Ano – Minerály, Se, NF00094D"
"Peaches, raw, Region 1, n/a, Yes - Proximates,  NF00094C; NF000956","Broskve, syrové, Oblast 1, neuvádí se, Ano - Proximáty, NF00094C; NF000956"
"Peaches, raw, Region 2, n/a, Yes - Minerals, Se,  NF00095C","Broskve, syrové, Oblast 2, neuvádí se, Ano – Minerály, Se, NF00095C"
"Peaches, raw, Region 2, n/a, Yes - Proximates,  NF00095B, NF00095Y","Broskve, syrové, Oblast 2, neuvádí se, Ano – Proximáty, NF00095B, ​​NF00095Y"
"Peaches, raw, Region 3, n/a, Yes - Minerals, Se,  NF0009DJ","Broskve, syrové, Region 3, neuvádí se, Ano - Minerály, Se, NF0009DJ"
"Peaches, raw, Region 3, n/a, Yes - Proximates,","Broskve, syrové, Oblast 3, neuvádí se, Ano – Proximáty,"
"Peaches, raw, Region 4, n/a, Yes - Minerals, Se,  NF0009EI","Broskve, syrové, Region 4, neuvádí se, Ano – Minerály, Se, NF0009EI"
"Peaches, raw, Region 4, n/a, Yes - Proximates,  NF0009EH, NF0009F4","Broskve, syrové, Oblast 4, neuvádí se, Ano – Proximáty, NF0009EH, NF0009F4"
"Peaches, yellow, raw","Broskve, žluté, syrové"
"peanut butter, creamy","arašídové máslo, krémové"
"Peanut butter, creamy","Arašídové máslo, krémové"
"Peanut butter, smooth style, with salt","Arašídové máslo, hladké, se solí"
"peanuts, raw","arašídy, syrové"
"Peanuts, raw","Arašídy, syrové"
"Pear, Anjou, green, with skin, raw","Hruška, Anjou, zelená, se slupkou, syrová"
"Pear, Anjou, green, with skin, seeded, core removed, raw","Hruška, Anjou, zelená, se slupkou, bez pecek, s odstraněným jádrem, syrová"
"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Minerals, NFY0106WB","Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Ano – Minerals, NFY0106WB"
"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Proximates, NFY0106W9","Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes – Proximates, NFY0106W9"
"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Minerals, NFY0106X1","Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Ano – Minerals, NFY0106X1"
"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Proximates, NFY0106WZ","Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes – Proximates, NFY0106WZ"
"Pears, Bartlett, Region 1, n/a, Yes, Fiber - NFY000095","Hrušky, Bartlett, oblast 1, neuvádí se, ano, vláknina – NFY000095"
"Pears, Bartlett, Region 1, n/a, Yes, Proximates - NFY000093","Hrušky, Bartlett, oblast 1, neuvádí se, ano, nejbližší - NFY000093"
"Pears, Bartlett, Region 2, n/a, Yes, Fiber - NFY00009H","Hrušky, Bartlett, Region 2, neuvádí se, Ano, Vláknina - NFY00009H"
"Pears, Bartlett, Region 2, n/a, Yes, Proximates - NFY00009F","Hrušky, Bartlett, oblast 2, neuvádí se, ano, nejbližší - NFY00009F"
"Pears, Bartlett, Region 3, n/a, Yes, Fiber - NFY00009T","Hrušky, Bartlett, Region 3, neuvádí se, Ano, vláknina - NFY00009T"
"Pears, Bartlett, Region 3, n/a, Yes, Proximates - NFY00009Y","Hrušky, Bartlett, oblast 3, neuvádí se, ano, nejbližší - NFY00009Y"
"Pears, Bartlett, Region 4, n/a, Yes, Fiber - NFY0000A5","Hrušky, Bartlett, oblast 4, neuvádí se, ano, vláknina – NFY0000A5"
"Pears, Bartlett, Region 4, n/a, Yes, Proximates - NFY0000AA","Hrušky, Bartlett, oblast 4, neuvádí se, ano, nejbližší - NFY0000AA"
"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Minerals - NFY00008E","Hrušky, Bartlett, oblasti 1 a 4, neuvádí se, Ano, minerály - NFY00008E"
"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Minerals - NFY00007P","Hrušky, Bartlett, oblasti 2 a 3, neuvádí se, Ano, minerály - NFY00007P"
"Pears, Bosc, Region 1, n/a, Yes, Fiber - NFY0000BR","Hrušky, Bosc, Oblast 1, neuvádí se, Ano, Vláknina – NFY0000BR"
"Pears, Bosc, Region 1, n/a, Yes, Proximates - NFY0000BP","Hrušky, Bosc, Region 1, neuvádí se, Ano, Blízké - NFY0000BP"
"Pears, Bosc, Region 2, n/a, Yes, Fiber - NFY0000C3","Hrušky, Bosc, Region 2, neuvádí se, Ano, Vláknina – NFY0000C3"
"Pears, Bosc, Region 2, n/a, Yes, Proximates - NFY0000C1","Hrušky, Bosc, Region 2, neuvádí se, Ano, Blízké - NFY0000C1"
"Pears, Bosc, Region 3, n/a, Yes, Fiber - NFY0000CF","Hrušky, Bosc, Region 3, neuvádí se, Ano, Vláknina – NFY0000CF"
"Pears, Bosc, Region 3, n/a, Yes, Proximates - NFY0000CK","Hrušky, Bosc, Region 3, neuvádí se, Ano, Blízké – NFY0000CK"
"Pears, Bosc, Region 4, n/a, Yes, Fiber - NFY0000CR","Hrušky, Bosc, Region 4, neuvádí se, Ano, Vláknina – NFY0000CR"
"Pears, Bosc, Region 4, n/a, Yes, Proximates - NFY0000CW","Hrušky, Bosc, Region 4, neuvádí se, Ano, Blízké - NFY0000CW"
"Pears, Bosc, Regions 1 & 4, n/a, Yes, Minerals - NFY0000B2","Hrušky, Bosc, oblasti 1 a 4, neuvádí se, Ano, minerály - NFY0000B2"
"Pears, Bosc, Regions 2 & 3, n/a, Yes, Minerals - NFY0000AF","Hrušky, Bosc, oblasti 2 a 3, neuvádí se, Ano, minerály - NFY0000AF"
"Pears, Green Anjou, Region 1, n/a, Yes, Fiber - NFY0000H8","Hrušky, zelené Anjou, oblast 1, neuvádí se, Ano, vláknina - NFY0000H8"
"Pears, Green Anjou, Region 1, n/a, Yes, Proximates - NFY0000H6","Hrušky, zelené Anjou, oblast 1, neuvádí se, ano, blízké - NFY0000H6"
"Pears, Green Anjou, Region 2, n/a, Yes, Fiber - NFY0000HK","Hrušky, Green Anjou, Region 2, neuvádí se, Ano, Vláknina - NFY0000HK"
"Pears, Green Anjou, Region 2, n/a, Yes, Proximates - NFY0000HI","Hrušky, zelené Anjou, oblast 2, neuvádí se, ano, blízké - NFY0000HI"
"Pears, Green Anjou, Region 3, n/a, Yes, Fiber - NFY0000HW","Hrušky, Green Anjou, Region 3, neuvádí se, Ano, Vláknina - NFY0000HW"
"Pears, Green Anjou, Region 3, n/a, Yes, Proximates - NFY0000I1","Hrušky, Green Anjou, Region 3, neuvádí se, Ano, Blízké - NFY0000I1"
"Pears, Green Anjou, Region 4, n/a, Yes, Fiber - NFY0000I8","Hrušky, Green Anjou, Region 4, neuvádí se, Ano, Vláknina - NFY0000I8"
"Pears, Green Anjou, Region 4, n/a, Yes, Proximates - NFY0000ID","Hrušky, Green Anjou, Region 4, neuvádí se, Ano, Blízké – NFY0000ID"
"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Minerals - NFY0000GH","Hrušky, zelené Anjou, oblasti 1 a 4, neuvádí se, Ano, minerály – NFY0000GH"
"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Minerals - NFY0000FS","Hrušky, zelené Anjou, oblasti 2 a 3, neuvádí se, Ano, minerály – NFY0000FS"
"Pears, raw, bartlett","Hrušky, syrové, bartlett"
"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)","Hrušky, syrové, bartlett (Zahrnuje potraviny pro program distribuce potravin USDA)"
"peas, green, sweet, canned, sodium added, sugar added","hrášek, zelený, sladký, konzervovaný, přidaný sodík, přidaný cukr"
"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed","Hrášek, zelený, sladký, konzervovaný, přidaný sodík, přidaný cukr, scezený a propláchnutý"
"Penne","Penne"
"Penneisto","Penneisto"
"peppers, bell, green, raw","paprika, zvonek, zelená, syrová"
"Peppers, bell, green, raw","Papriky, zvon, zelené, syrové"
"peppers, bell, orange, raw","paprika, zvonek, pomeranč, syr"
"Peppers, bell, orange, raw","Papriky, zvonek, pomeranč, syrové"
"peppers, bell, orange, raw, mini","paprika, zvonek, pomeranč, syrová, mini"
"peppers, bell, red, raw","paprika, zvonek, červená, syrová"
"Peppers, bell, red, raw","Papriky, zvon, červené, syrové"
"peppers, bell, red, raw, mini","paprika, zvonek, červená, syrová, mini"
"peppers, bell, yellow, raw","paprika, zvonek, žlutá, syrová"
"Peppers, bell, yellow, raw","Paprika, zvonek, žlutá, syrová"
"peppers, bell, yellow, raw, mini","paprika, zvonek, žlutá, syrová, mini"
"Pepř","Pepř"
"Pickles, cucumber, dill or kosher dill","Nakládaná zelenina, okurka, kopr nebo košer kopr"
"Pickles, kosher dill","Nakládané okurky, košer kopr"
"Pickles, Kosher dill","Nakládané okurky, košer kopr"
"Pineapple, raw","Ananas, syrový"
"Piškoty","Piškoty"
"pistachio nuts, raw","pistáciové oříšky, syrové"
"Plantains, black, overripe, peeled, raw","Jitrocel, černý, přezrálý, loupaný, syrový"
"Plantains, green, unripe, peeled, raw","Jitrocel, zelený, nezralý, oloupaný, syrový"
"Plantains, overripe, raw","Jitrocel, přezrálý, syrový"
"Plantains, ripe, raw","Banány, zralé, syrové"
"Plantains, underripe, raw","Jitrocel, nezralý, syrový"
"Plantains, yellow, ripe, peeled, raw","Jitrocel, žlutý, zralý, loupaný, syrový"
"Plum, black, with skin, pitted, raw","Švestková, černá, se slupkou, vypeckovaná, syrová"
"Plum, black, with skin, raw","Švestková, černá, se slupkou, syrová"
"Podmáslí","Podmáslí"
"Pohanka","Pohanka"
"Polenta","Polenta"
"Pork, belly, with skin, raw","Vepřové maso, bůček, s kůží, syrové"
"Pork, chop, center cut, raw","Vepřové maso, kotleta, středový řez, syrové"
"Pork, cured, bacon, cooked, restaurant","Vepřové maso, uzené, slanina, vařené, restaurace"
"pork, ground, raw","vepřové, mleté, syrové"
"Pork, ground, raw","Vepřové, mleté, syrové"
"pork, loin, boneless","vepřové maso, karé, bez kostí"
"Pork, loin, boneless, raw","Vepřové maso, karé, vykostěné, syrové"
"Pork, loin, tenderloin, boneless, raw","Vepřové maso, karé, panenka, vykostěné, syrové"
"pork, tenderloin, boneless","vepřové maso, panenka, vykostěné"
"Potatoes, gold, without skin, raw","Brambory, zlaté, bez slupky, syrové"
"Potatoes, red, without skin, raw","Brambory, červené, bez slupky, syrové"
"Potatoes, russet, without skin, raw","Brambory, rezavé, bez slupky, syrové"
"Protein","Protein"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (AL1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (AL1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (CA1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CA2)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (CA2)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CO1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (CO1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CT1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (CT1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (FL1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (FL1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (IN1)","Protein, popel a vlhkost, Krůtí maso mleté, 93 % libové, 7 % tuku, drobky grilované na pánvi (IN1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MI1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (MI1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (MO1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (MO1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NC1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (NC1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NY1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (NY1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, placičky, grilované (AL1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1,CA1,MI1)","Protein, popel a vlhkost, Krůtí maso mleté, 93 % libové, 7 % tuku, placičky, grilované (AL1,CA1,MI1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA1)","Protein, popel a vlhkost, Krůtí maso mleté, 93 % libové, 7 % tuku, placičky, grilované (CA1)"
"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA2)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, placičky, grilované (CA2)"
